,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,CIDADE,ANO_BO,NUM_BO,DESCR_SOLUCAO,DESCR_PROVIDENCIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,NOME_MUNICIPIO_CIRC,DESCR_TIPO_BO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESCRICAO_APRESENTACAO,DATAHORA_REGISTRO_BO,DATA_COMUNICACAO_BO,DATAHORA_IMPRESSAO_BO,DESCR_PERIODO,AUTORIA_BO,FLAG_INTOLERANCIA,TIPO_INTOLERANCIA,FLAG_FLAGRANTE,FLAG_STATUS,RUBRICA,DESCR_CONDUTA,DESDOBRAMENTO,BAIRRO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,CEP,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,CONT_OBJETO,DESCR_MODO_OBJETO,DESCR_TIPO_OBJETO,DESCR_SUBTIPO_OBJETO,DESCR_UNIDADE,QUANTIDADE_OBJETO
16402405,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,483852,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-08,,,2013-05-10 03:19:00,2013-05-10,2013-05-10 03:18:54.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,Av. Dr. Cândido Xavier de Almeida Souza,200,"-23,5174294833476","-46,1837519926445",2,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
16402406,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,483852,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-08,,,2013-05-10 03:19:00,2013-05-10,2013-05-10 03:18:54.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,Av. Dr. Cândido Xavier de Almeida Souza,200,"-23,5174294833476","-46,1837519926445",3,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16402407,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,483852,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-08,,,2013-05-10 03:19:00,2013-05-10,2013-05-10 03:18:54.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,Av. Dr. Cândido Xavier de Almeida Souza,200,"-23,5174294833476","-46,1837519926445",4,SUBTRAÍDO                               ,Documentos                              ,Carteira de associado de clube                              ,Unidade   ,1.0
16402408,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,483852,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-08,,,2013-05-10 03:19:00,2013-05-10,2013-05-10 03:18:54.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,Av. Dr. Cândido Xavier de Almeida Souza,200,"-23,5174294833476","-46,1837519926445",5,SUBTRAÍDO                               ,Documentos                              ,Carteira de estudante-Documentos                            ,Unidade   ,1.0
16402409,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,483852,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-08,,,2013-05-10 03:19:00,2013-05-10,2013-05-10 03:18:54.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,Av. Dr. Cândido Xavier de Almeida Souza,200,"-23,5174294833476","-46,1837519926445",6,SUBTRAÍDO                               ,Documentos                              ,Carteira de reservista                                      ,Unidade   ,1.0
16402410,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,483852,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-08,,,2013-05-10 03:19:00,2013-05-10,2013-05-10 03:18:54.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,Av. Dr. Cândido Xavier de Almeida Souza,200,"-23,5174294833476","-46,1837519926445",7,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16402411,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,483852,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-08,,,2013-05-10 03:19:00,2013-05-10,2013-05-10 03:18:54.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,Av. Dr. Cândido Xavier de Almeida Souza,200,"-23,5174294833476","-46,1837519926445",8,SUBTRAÍDO                               ,Documentos                              ,Titulo de eleitor                                           ,Unidade   ,1.0
16402492,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,484398,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-09,,,2013-05-10 10:09:00,2013-05-10,2013-05-10 10:08:43.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Estaçao,0,"-23,5675772704789","-46,3345351772922",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16402651,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,485334,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-08,,,2013-05-10 13:31:00,2013-05-10,2013-05-10 13:30:40.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Centro,Outros,Outros,,Avenida Nacisio Yague Guimarães,381,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16403683,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,490807,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-03,,,2013-05-12 14:15:00,2013-05-12,2013-05-12 14:15:25.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,PARQUE SANTANA,Outros,Outros,,RUA ENGENHEIRO ANTONIO LEITE DE OLIVEIRA,0,"-23,5385690493606","-46,1980707012501",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16404280,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,493904,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-12,,,2013-05-13 14:15:00,2013-05-13,2013-05-13 14:14:36.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Botujuru,Outros,Outros,,R Santa Cruz do Andre,383,"-23,4773041047447","-46,1273399564878",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16404412,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,494761,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-13,,,2013-05-13 16:20:00,2013-05-13,2013-05-13 16:20:18.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Estação de trem Bras Cubas,100,,,1,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16404463,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,495155,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-10,,,2013-05-13 18:13:00,2013-05-13,2013-05-13 18:12:55.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,jd aeroporto lll,Outros,Outros,,rua cumbica,399,"-23,5623901123251","-46,2221640536865",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16404696,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,497111,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-11,,,2013-05-14 01:31:00,2013-05-13,2013-05-14 01:30:47.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogi moderno,Outros,Outros,,dr deodato wertheimer,2751,"-23,5202785930595","-46,1953935316952",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16405022,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,499069,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-07,,,2013-05-14 13:03:00,2013-05-14,2013-05-14 13:02:54.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Vitória,Outros,Outros,,R Doutor Osmar Marinho Couto,71,"-23,5330294723861","-46,2053605989481",1,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16405023,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,499069,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-07,,,2013-05-14 13:03:00,2013-05-14,2013-05-14 13:02:54.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Vitória,Outros,Outros,,R Doutor Osmar Marinho Couto,71,"-23,5330294723861","-46,2053605989481",2,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
16405024,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,499069,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-07,,,2013-05-14 13:03:00,2013-05-14,2013-05-14 13:02:54.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Vitória,Outros,Outros,,R Doutor Osmar Marinho Couto,71,"-23,5330294723861","-46,2053605989481",3,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
16405025,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,499069,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-07,,,2013-05-14 13:03:00,2013-05-14,2013-05-14 13:02:54.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Vitória,Outros,Outros,,R Doutor Osmar Marinho Couto,71,"-23,5330294723861","-46,2053605989481",4,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16405026,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,499069,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-07,,,2013-05-14 13:03:00,2013-05-14,2013-05-14 13:02:54.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Vitória,Outros,Outros,,R Doutor Osmar Marinho Couto,71,"-23,5330294723861","-46,2053605989481",5,SUBTRAÍDO                               ,Documentos                              ,Carteira de estudante-Documentos                            ,Unidade   ,1.0
16405027,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,499069,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-07,,,2013-05-14 13:03:00,2013-05-14,2013-05-14 13:02:54.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Vitória,Outros,Outros,,R Doutor Osmar Marinho Couto,71,"-23,5330294723861","-46,2053605989481",6,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16405085,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,499538,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-14,,,2013-05-14 13:05:00,2013-05-14,2013-05-14 13:04:53.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Alto Ipiranga,Outros,Outros,,Av Japão,0,"-23,5382569923229","-46,2035100133474",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16405123,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,499849,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-13,,,2013-05-14 14:00:00,2013-05-14,2013-05-14 14:00:24.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,jundiapeba,Outros,Outros,,avenida lourenço de souza franco,1233,"-23,5442109038315","-46,2564037557596",1,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16405224,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,500605,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-10,,,2013-05-14 16:25:00,2013-05-14,2013-05-14 16:25:04.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,cntro,Outros,Outros,,rua bras cubas,32,"-23,521673237792","-46,1959593546011",1,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16405225,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,500605,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-10,,,2013-05-14 16:25:00,2013-05-14,2013-05-14 16:25:04.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,cntro,Outros,Outros,,rua bras cubas,32,"-23,521673237792","-46,1959593546011",2,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16405396,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,501974,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-12,,,2013-05-14 22:28:00,2013-05-14,2013-05-14 22:27:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Jundiapeba,Outros,Outros,,onibus,0,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16405397,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,501974,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-12,,,2013-05-14 22:28:00,2013-05-14,2013-05-14 22:27:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Jundiapeba,Outros,Outros,,onibus,0,,,2,SUBTRAÍDO                               ,Documentos                              ,Certidão de nascimento                                      ,Unidade   ,1.0
16405398,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,501974,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-12,,,2013-05-14 22:28:00,2013-05-14,2013-05-14 22:27:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Jundiapeba,Outros,Outros,,onibus,0,,,3,SUBTRAÍDO                               ,Documentos                              ,Titulo de eleitor                                           ,Unidade   ,1.0
16405399,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,501974,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-12,,,2013-05-14 22:28:00,2013-05-14,2013-05-14 22:27:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Jundiapeba,Outros,Outros,,onibus,0,,,4,SUBTRAÍDO                               ,Documentos                              ,Carteira de trabalho - CTPS                                 ,Unidade   ,1.0
16405521,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,502838,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-03-14,,,2013-05-15 02:45:00,2013-05-14,2013-05-15 02:44:32.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Industrial,Outros,Outros,,Super Mercado Shibata,343,,,1,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16405522,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,502838,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-03-14,,,2013-05-15 02:45:00,2013-05-14,2013-05-15 02:44:32.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Industrial,Outros,Outros,,Super Mercado Shibata,343,,,2,SUBTRAÍDO                               ,Documentos                              ,Carteira de associado de plano de saúde                     ,Unidade   ,1.0
16405523,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,502838,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-03-14,,,2013-05-15 02:45:00,2013-05-14,2013-05-15 02:44:32.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Industrial,Outros,Outros,,Super Mercado Shibata,343,,,3,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16405524,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,502838,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-03-14,,,2013-05-15 02:45:00,2013-05-14,2013-05-15 02:44:32.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Industrial,Outros,Outros,,Super Mercado Shibata,343,,,4,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16405525,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,502838,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-03-14,,,2013-05-15 02:45:00,2013-05-14,2013-05-15 02:44:32.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Industrial,Outros,Outros,,Super Mercado Shibata,343,,,5,SUBTRAÍDO                               ,Documentos                              ,Folha de cheque                                             ,Unidade   ,1.0
16405526,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,502838,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-03-14,,,2013-05-15 02:45:00,2013-05-14,2013-05-15 02:44:32.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Industrial,Outros,Outros,,Super Mercado Shibata,343,,,6,SUBTRAÍDO                               ,Documentos                              ,Talonário de cheque                                         ,Unidade   ,1.0
16405527,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,502838,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-03-14,,,2013-05-15 02:45:00,2013-05-14,2013-05-15 02:44:32.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Industrial,Outros,Outros,,Super Mercado Shibata,343,,,7,SUBTRAÍDO                               ,Documentos                              ,Titulo de eleitor                                           ,Unidade   ,1.0
